N000       T1         68.0900000       49.3634342 0.0 0.0
N001       T1         76.0000000       49.1344390 0.0 0.0
N002       T1         80.0250000       48.9211130 0.0 0.0
N003       T1         84.0500000       48.7044762 0.0 0.0
N004       T1         88.0750000       48.6243071 0.0 0.0
N005       T1         92.1000000       48.3658773 0.0 0.0
N006       T1         96.0500000       48.3285168 0.0 0.0
N007       T1        100.0000000       48.2719725 0.0 0.0
N008       T1        104.0800000       48.1751158 0.0 0.0
N009       T1        106.0300000       48.1475267 0.0 0.0
N010       T1        108.1400000       48.1090569 0.0 0.0
N011       T1        110.0500000       48.1057030 0.0 0.0
N012       T1        112.1500000       48.1267244 0.0 0.0
N013       T1        114.0000000       48.1418679 0.0 0.0
N014       T1        116.1100000       48.1816608 0.0 0.0
N015       T1        117.9700000       48.2186157 0.0 0.0
N016       T1        120.1800000       48.2416882 0.0 0.0
N017       T1        122.0400000       48.2737880 0.0 0.0
N018       T1        124.1300000       48.3730906 0.0 0.0
N019       T1        126.3800000       48.3087426 0.0 0.0
N020       T1        128.1500000       48.3197683 0.0 0.0
N021       T1        129.9600000       48.3182518 0.0 0.0
N022       T1        132.1600000       48.3164282 0.0 0.0
N023       T1        134.0200000       48.4191435 0.0 0.0
N024       T1        136.2000000       48.5093614 0.0 0.0
N025       T1        137.8200000       48.5337936 0.0 0.0
N026       T1        140.0000000       48.5285397 0.0 0.0
N027       T1        144.0000000       48.5099062 0.0 0.0
N028       T1        148.0000000       48.4313320 0.0 0.0
N029       T1        151.9500000       48.4035333 0.0 0.0
N030       T1        155.9600000       48.2926962 0.0 0.0
N031       T1        160.0000000       48.2754592 0.0 0.0
N032       T1        164.0000000       48.2768291 0.0 0.0
N033       T1        168.0900000       48.2105572 0.0 0.0
N034       T1        176.0400000       48.0813524 0.0 0.0
N035       T1        184.0500000       47.8820486 0.0 0.0
