GT10001    T1         52.0000000       49.7800121 0.0 0.0
GT10002    T1         54.0000000       49.7359829 0.0 0.0
GT10003    T1         56.0000000       49.7114697 0.0 0.0
GT10004    T1         58.0000000       49.7093651 0.0 0.0
GT10005    T1         60.0000000       49.5537103 0.0 0.0
GT10006    T1         62.0000000       49.5170381 0.0 0.0
GT10007    T1         64.0000000       49.4850328 0.0 0.0
GT10008    T1         66.0000000       49.4226936 0.0 0.0
GT10009    T1         68.0000000       49.3674311 0.0 0.0
GT10010    T1         70.0000000       49.2997703 0.0 0.0
GT10011    T1         72.0000000       49.2795754 0.0 0.0
GT10012    T1         74.0000000       49.2407289 0.0 0.0
GT10013    T1         76.0000000       49.1087456 0.0 0.0
GT10014    T1         78.0000000       48.9924406 0.0 0.0
GT10015    T1         80.0000000       48.9059690 0.0 0.0
GT10016    T1         82.0000000       48.7707984 0.0 0.0
GT10017    T1         84.0000000       48.6913361 0.0 0.0
GT10018    T1         86.0000000       48.6698508 0.0 0.0
GT10019    T1         88.0000000       48.6139541 0.0 0.0
GT10020    T1         90.0000000       48.4822962 0.0 0.0
GT10021    T1         92.0000000       48.3526581 0.0 0.0
GT10022    T1         94.0000000       48.3334357 0.0 0.0
GT10023    T1         96.0000000       48.3130653 0.0 0.0
GT10024    T1         98.0000000       48.2706302 0.0 0.0
GT10025    T1        100.0000000       48.2534869 0.0 0.0
GT10026    T1        102.0000000       48.2249817 0.0 0.0
GT10027    T1        104.0000000       48.1580644 0.0 0.0
GT10028    T1        106.0000000       48.1134558 0.0 0.0
GT10029    T1        108.0000000       48.0910596 0.0 0.0
GT10030    T1        110.0000000       48.0718899 0.0 0.0
GT10031    T1        112.0000000       48.1056185 0.0 0.0
GT10032    T1        114.0000000       48.1134176 0.0 0.0
GT10033    T1        116.0000000       48.1556712 0.0 0.0
GT10034    T1        118.0000000       48.1958313 0.0 0.0
GT10035    T1        120.0000000       48.2234180 0.0 0.0
GT10036    T1        122.0000000       48.2509474 0.0 0.0
GT10037    T1        124.0000000       48.3425000 0.0 0.0
GT10038    T1        126.0000000       48.3002746 0.0 0.0
GT10039    T1        128.0000000       48.2896945 0.0 0.0
GT10040    T1        130.0000000       48.2904992 0.0 0.0
GT10041    T1        132.0000000       48.2876778 0.0 0.0
GT10042    T1        134.0000000       48.3863802 0.0 0.0
GT10043    T1        136.0000000       48.4764585 0.0 0.0
GT10044    T1        138.0000000       48.5060320 0.0 0.0
GT10045    T1        140.0000000       48.5173648 0.0 0.0
GT10046    T1        142.0000000       48.5277096 0.0 0.0
GT10047    T1        144.0000000       48.4973021 0.0 0.0
GT10048    T1        146.0000000       48.4764281 0.0 0.0
GT10049    T1        148.0000000       48.4231197 0.0 0.0
GT10050    T1        150.0000000       48.3959186 0.0 0.0
GT10051    T1        152.0000000       48.3724340 0.0 0.0
GT10052    T1        154.0000000       48.2996003 0.0 0.0
GT10053    T1        156.0000000       48.2759536 0.0 0.0
GT10054    T1        158.0000000       48.2731974 0.0 0.0
GT10055    T1        160.0000000       48.2672672 0.0 0.0
GT10056    T1        162.0000000       48.2527409 0.0 0.0
GT10057    T1        164.0000000       48.2686491 0.0 0.0
GT10058    T1        166.0000000       48.2469358 0.0 0.0
GT10059    T1        168.0000000       48.1882966 0.0 0.0
GT10060    T1        170.0000000       48.1625800 0.0 0.0
GT10061    T1        172.0000000       48.1413888 0.0 0.0
GT10062    T1        174.0000000       48.0925360 0.0 0.0
GT10063    T1        176.0000000       48.0630938 0.0 0.0
GT10064    T1        178.0000000       48.0548704 0.0 0.0
GT10065    T1        180.0000000       47.9838628 0.0 0.0
GT10066    T1        182.0000000       47.8758625 0.0 0.0
GT10067    T1        184.0000000       47.8711630 0.0 0.0
GT10068    T1        186.0000000       47.9162512 0.0 0.0
GT10069    T1        188.0000000       47.9855909 0.0 0.0
GT10070    T1        190.0000000       48.0909824 0.0 0.0
GT10071    T1        192.0000000       48.1307523 0.0 0.0
GT10072    T1        194.0000000       48.1530126 0.0 0.0
