GT30001    T3          0.0000000       50.0000000 0.0 0.0
GT30002    T3          1.0000000       50.0000000 0.0 0.0
GT30003    T3          2.0000000       49.9900592 0.0 0.0
GT30004    T3          3.0000000       49.9948575 0.0 0.0
GT30005    T3          4.0000000       50.0141304 0.0 0.0
GT30006    T3          5.0000000       50.0628099 0.0 0.0
GT30007    T3          6.0000000       50.0671726 0.0 0.0
GT30008    T3          7.0000000       50.1008365 0.0 0.0
GT30009    T3          8.0000000       50.1284822 0.0 0.0
GT30010    T3          9.0000000       50.1430561 0.0 0.0
GT30011    T3         10.0000000       50.1269680 0.0 0.0
GT30012    T3         11.0000000       50.1515564 0.0 0.0
GT30013    T3         12.0000000       50.1731540 0.0 0.0
GT30014    T3         13.0000000       50.1985483 0.0 0.0
GT30015    T3         14.0000000       50.2444684 0.0 0.0
GT30016    T3         15.0000000       50.2699774 0.0 0.0
GT30017    T3         16.0000000       50.2799729 0.0 0.0
GT30018    T3         17.0000000       50.2883664 0.0 0.0
GT30019    T3         18.0000000       50.3068403 0.0 0.0
GT30020    T3         19.0000000       50.3180241 0.0 0.0
GT30021    T3         20.0000000       50.3219442 0.0 0.0
GT30022    T3         21.0000000       50.3364491 0.0 0.0
GT30023    T3         22.0000000       50.3567536 0.0 0.0
GT30024    T3         23.0000000       50.3609185 0.0 0.0
GT30025    T3         24.0000000       50.3798052 0.0 0.0
GT30026    T3         25.0000000       50.3901303 0.0 0.0
GT30027    T3         26.0000000       50.3850251 0.0 0.0
GT30028    T3         27.0000000       50.3717294 0.0 0.0
GT30029    T3         28.0000000       50.3837569 0.0 0.0
GT30030    T3         29.0000000       50.3790426 0.0 0.0
GT30031    T3         30.0000000       50.3947691 0.0 0.0
GT30032    T3         31.0000000       50.3716811 0.0 0.0
GT30033    T3         32.0000000       50.3552457 0.0 0.0
GT30034    T3         33.0000000       50.3302819 0.0 0.0
GT30035    T3         34.0000000       50.3161885 0.0 0.0
GT30036    T3         35.0000000       50.3012185 0.0 0.0
GT30037    T3         36.0000000       50.2869979 0.0 0.0
GT30038    T3         37.0000000       50.2603613 0.0 0.0
GT30039    T3         38.0000000       50.2144040 0.0 0.0
GT30040    T3         39.0000000       50.1675785 0.0 0.0
GT30041    T3         40.0000000       50.1100749 0.0 0.0
GT30042    T3         41.0000000       50.0836525 0.0 0.0
GT30043    T3         42.0000000       50.0519790 0.0 0.0
GT30044    T3         43.0000000       50.0072014 0.0 0.0
GT30045    T3         44.0000000       49.9558506 0.0 0.0
GT30046    T3         45.0000000       49.9354477 0.0 0.0
GT30047    T3         46.0000000       49.9197852 0.0 0.0
GT30048    T3         47.0000000       49.9195025 0.0 0.0
GT30049    T3         48.0000000       49.9191751 0.0 0.0
GT30050    T3         49.0000000       49.9107918 0.0 0.0
GT30051    T3         50.0000000       49.9037257 0.0 0.0
GT30052    T3         51.0000000       49.9019948 0.0 0.0
GT30053    T3         52.0000000       49.9052129 0.0 0.0
GT30054    T3         53.0000000       49.9225437 0.0 0.0
GT30055    T3         54.0000000       49.9492582 0.0 0.0
GT30056    T3         55.0000000       49.9578950 0.0 0.0
GT30057    T3         56.0000000       49.9957819 0.0 0.0
GT30058    T3         57.0000000       50.0246212 0.0 0.0
GT30059    T3         58.0000000       50.0390072 0.0 0.0
GT30060    T3         59.0000000       50.0746208 0.0 0.0
GT30061    T3         60.0000000       50.1026844 0.0 0.0
GT30062    T3         61.0000000       50.1252192 0.0 0.0
GT30063    T3         62.0000000       50.1453050 0.0 0.0
GT30064    T3         63.0000000       50.1440712 0.0 0.0
GT30065    T3         64.0000000       50.1248655 0.0 0.0
GT30066    T3         65.0000000       50.1011230 0.0 0.0
GT30067    T3         66.0000000       50.0642296 0.0 0.0
GT30068    T3         67.0000000       50.0389652 0.0 0.0
GT30069    T3         68.0000000       50.0342112 0.0 0.0
GT30070    T3         69.0000000       50.0486060 0.0 0.0
GT30071    T3         70.0000000       50.0902013 0.0 0.0
GT30072    T3         71.0000000       50.1434156 0.0 0.0
