event_idx,station,event_on_time,event_off_time,consensus_ok,consensus_time,consensus_relative_s,consensus_n_votes,consensus_methods,consensus_components,ar_p_time,ar_s_time,ar_p_relative_s,ar_s_relative_s
66,node4,2026-04-30 18:54:08.430,2026-04-30 18:54:08.812,True,2026-04-30T18:54:08.657000Z,0.477,4,"ar_p,aic,aic,aic","ZNE,Z,N,E",2026-04-30T18:54:08.646000Z,2026-04-30T18:54:08.658000Z,0.4659999907016754,0.4779999852180481
66,node5,2026-04-30 18:54:08.430,2026-04-30 18:54:08.812,True,2026-04-30T18:54:08.660000Z,0.48,3,"ar_p,aic,aic","ZNE,Z,N",2026-04-30T18:54:08.648000Z,2026-04-30T18:54:08.682000Z,0.46799999475479126,0.5019999742507935
66,node6,2026-04-30 18:54:08.430,2026-04-30 18:54:08.812,True,2026-04-30T18:54:08.664000Z,0.484,4,"ar_p,aic,aic,aic","ZNE,Z,N,E",2026-04-30T18:54:08.652000Z,2026-04-30T18:54:08.672000Z,0.47200000286102295,0.492000013589859
67,node1,2026-04-30 18:56:40.802,2026-04-30 18:56:41.070,True,2026-04-30T18:56:40.919000Z,0.367,6,"ar_p,baer,aic,aic,aic,baer","ZNE,Z,N,Z,E,E",2026-04-30T18:56:40.908000Z,2026-04-30T18:56:40.918000Z,0.35600000619888306,0.3659999966621399
67,node2,2026-04-30 18:56:40.802,2026-04-30 18:56:41.070,True,2026-04-30T18:56:40.928000Z,0.376,7,"ar_p,baer,aic,aic,aic,baer,baer","ZNE,Z,Z,N,E,N,E",2026-04-30T18:56:40.920000Z,2026-04-30T18:56:40.932000Z,0.36800000071525574,0.3799999952316284
67,node3,2026-04-30 18:56:40.802,2026-04-30 18:56:41.070,True,2026-04-30T18:56:40.936000Z,0.384,7,"ar_p,baer,aic,aic,aic,baer,baer","ZNE,Z,Z,N,E,N,E",2026-04-30T18:56:40.924000Z,2026-04-30T18:56:40.936000Z,0.3720000088214874,0.3840000033378601
67,node4,2026-04-30 18:56:40.802,2026-04-30 18:56:41.070,True,2026-04-30T18:56:40.938000Z,0.386,6,"ar_p,aic,baer,aic,aic,baer","ZNE,Z,Z,N,E,N",2026-04-30T18:56:40.924000Z,2026-04-30T18:56:40.952000Z,0.3720000088214874,0.4000000059604645
67,node5,2026-04-30 18:56:40.802,2026-04-30 18:56:41.070,True,2026-04-30T18:56:40.944000Z,0.392,5,"ar_p,aic,aic,baer,baer","ZNE,Z,N,N,E",2026-04-30T18:56:40.930000Z,2026-04-30T18:56:40.964000Z,0.3779999911785126,0.41200000047683716
67,node6,2026-04-30 18:56:40.802,2026-04-30 18:56:41.070,True,2026-04-30T18:56:40.944000Z,0.392,4,"ar_p,aic,aic,baer","ZNE,Z,N,N",2026-04-30T18:56:40.932000Z,2026-04-30T18:56:40.552000Z,0.3799999952316284,0.0
69,node1,2026-04-30 18:58:21.284,2026-04-30 18:58:21.662,True,2026-04-30T18:58:21.472000Z,0.438,6,"ar_p,baer,aic,baer,aic,aic","ZNE,Z,N,E,Z,E",2026-04-30T18:58:21.470000Z,2026-04-30T18:58:21.478000Z,0.4359999895095825,0.4440000057220459
69,node2,2026-04-30 18:58:21.284,2026-04-30 18:58:21.662,True,2026-04-30T18:58:21.486000Z,0.452,7,"ar_p,aic,aic,baer,baer,aic,baer","ZNE,Z,N,Z,N,E,E",2026-04-30T18:58:21.474000Z,2026-04-30T18:58:21.490000Z,0.4399999976158142,0.4560000002384186
69,node3,2026-04-30 18:58:21.284,2026-04-30 18:58:21.662,True,2026-04-30T18:58:21.492000Z,0.458,7,"ar_p,baer,aic,baer,aic,aic,baer","ZNE,N,Z,Z,N,E,E",2026-04-30T18:58:21.482000Z,2026-04-30T18:58:21.494000Z,0.4480000138282776,0.46000000834465027
69,node4,2026-04-30 18:58:21.284,2026-04-30 18:58:21.662,True,2026-04-30T18:58:21.496000Z,0.462,6,"ar_p,aic,aic,aic,baer,baer","ZNE,Z,N,E,N,E",2026-04-30T18:58:21.484000Z,2026-04-30T18:58:21.502000Z,0.44999998807907104,0.46799999475479126
69,node5,2026-04-30 18:58:21.284,2026-04-30 18:58:21.662,True,2026-04-30T18:58:21.502000Z,0.468,7,"ar_p,aic,baer,aic,baer,aic,baer","ZNE,Z,Z,N,N,E,E",2026-04-30T18:58:21.488000Z,2026-04-30T18:58:21.514000Z,0.45399999618530273,0.47999998927116394
69,node6,2026-04-30 18:58:21.284,2026-04-30 18:58:21.662,True,2026-04-30T18:58:21.502000Z,0.468,5,"ar_p,aic,aic,baer,baer","ZNE,Z,N,Z,N",2026-04-30T18:58:21.492000Z,2026-04-30T18:58:21.034000Z,0.4580000042915344,0.0
70,node1,2026-04-30 18:59:25.222,2026-04-30 18:59:25.396,True,2026-04-30T18:59:25.250000Z,0.278,6,"baer,ar_p,aic,aic,aic,baer","E,ZNE,N,E,Z,Z",2026-04-30T18:59:25.240000Z,2026-04-30T18:59:25.248000Z,0.2680000066757202,0.2759999930858612
70,node2,2026-04-30 18:59:25.222,2026-04-30 18:59:25.396,True,2026-04-30T18:59:25.260000Z,0.288,6,"ar_p,baer,aic,baer,aic,aic","ZNE,Z,N,N,E,Z",2026-04-30T18:59:25.252000Z,2026-04-30T18:59:25.260000Z,0.2800000011920929,0.2879999876022339
70,node3,2026-04-30 18:59:25.222,2026-04-30 18:59:25.396,True,2026-04-30T18:59:25.266000Z,0.294,5,"ar_p,baer,aic,aic,aic","ZNE,Z,Z,N,E",2026-04-30T18:59:25.256000Z,2026-04-30T18:59:25.270000Z,0.2840000092983246,0.2980000078678131
70,node4,2026-04-30 18:59:25.222,2026-04-30 18:59:25.396,True,2026-04-30T18:59:25.272000Z,0.3,5,"ar_p,aic,aic,baer,aic","ZNE,Z,N,N,E",2026-04-30T18:59:25.268000Z,2026-04-30T18:59:25.268000Z,0.29600000381469727,0.29600000381469727
70,node5,2026-04-30 18:59:25.222,2026-04-30 18:59:25.396,True,2026-04-30T18:59:25.284000Z,0.312,5,"ar_p,baer,aic,aic,aic","ZNE,E,N,E,Z",2026-04-30T18:59:25.276000Z,2026-04-30T18:59:25.298000Z,0.30399999022483826,0.32600000500679016
70,node6,2026-04-30 18:59:25.222,2026-04-30 18:59:25.396,True,2026-04-30T18:59:25.290000Z,0.318,3,"aic,aic,aic","E,Z,N",2026-04-30T18:59:25.042000Z,2026-04-30T18:59:24.972000Z,0.07000000029802322,0.0
71,node1,2026-04-30 18:59:31.626,2026-04-30 18:59:31.806,True,2026-04-30T18:59:31.653000Z,0.277,6,"baer,baer,ar_p,aic,aic,aic","N,Z,ZNE,N,Z,E",2026-04-30T18:59:31.652000Z,2026-04-30T18:59:31.660000Z,0.2759999930858612,0.2840000092983246
71,node2,2026-04-30 18:59:31.626,2026-04-30 18:59:31.806,True,2026-04-30T18:59:31.671000Z,0.295,6,"ar_p,aic,baer,aic,aic,baer","ZNE,Z,Z,N,E,E",2026-04-30T18:59:31.662000Z,2026-04-30T18:59:31.670000Z,0.28600001335144043,0.2939999997615814
71,node3,2026-04-30 18:59:31.626,2026-04-30 18:59:31.806,True,2026-04-30T18:59:31.677000Z,0.301,6,"ar_p,aic,baer,aic,aic,baer","ZNE,Z,Z,N,E,E",2026-04-30T18:59:31.666000Z,2026-04-30T18:59:31.682000Z,0.28999999165534973,0.3059999942779541
71,node4,2026-04-30 18:59:31.626,2026-04-30 18:59:31.806,True,2026-04-30T18:59:31.682000Z,0.306,6,"ar_p,aic,baer,aic,aic,baer","ZNE,Z,Z,N,E,E",2026-04-30T18:59:31.678000Z,2026-04-30T18:59:31.690000Z,0.3019999861717224,0.3140000104904175
71,node5,2026-04-30 18:59:31.626,2026-04-30 18:59:31.806,True,2026-04-30T18:59:31.688000Z,0.312,5,"ar_p,aic,baer,aic,baer","ZNE,Z,Z,N,N",2026-04-30T18:59:31.672000Z,2026-04-30T18:59:31.706000Z,0.29600000381469727,0.33000001311302185
71,node6,2026-04-30 18:59:31.626,2026-04-30 18:59:31.806,True,2026-04-30T18:59:31.690000Z,0.314,5,"ar_p,aic,baer,aic,baer","ZNE,Z,Z,N,N",2026-04-30T18:59:31.676000Z,2026-04-30T18:59:31.376000Z,0.30000001192092896,0.0
